raceId,driverId,constructorId,grid,laps,top3
168,2,20,13,40,0
168,49,17,17,39,0
168,50,21,11,39,0
168,41,16,12,37,0
168,48,18,22,33,0
168,25,22,7,31,0
168,64,15,19,29,0
168,55,20,20,29,0
168,65,19,8,12,0
168,30,6,2,0,0
168,21,22,3,0,0
169,57,1,3,77,1
169,30,6,1,77,1
169,14,1,2,77,1
169,22,6,5,77,0
169,23,3,4,77,0
169,49,17,6,77,0
169,15,17,12,76,0
169,56,19,10,76,0
169,18,3,8,76,0
169,63,15,9,76,0
169,25,22,11,76,0
169,35,16,16,75,0
169,50,21,20,75,0
169,41,16,18,75,0
169,48,18,21,74,0
169,37,21,15,73,0
169,60,18,22,68,0
169,65,19,17,67,0
169,64,15,13,62,0
169,21,22,7,31,0
169,2,20,19,22,0
169,55,20,14,11,0
170,57,1,1,44,1
170,30,6,4,44,1
170,23,3,6,44,1
170,14,1,5,44,0
170,18,3,3,44,0
170,49,17,8,44,0
170,35,16,7,44,0
170,65,19,9,44,0
170,63,15,18,44,0
170,56,19,12,44,0
170,64,15,15,44,0
170,41,16,13,43,0
170,25,22,19,43,0
170,48,18,21,43,0
170,50,21,20,43,0
170,37,21,16,42,0
170,60,18,22,42,0
170,22,6,10,32,0
170,55,20,17,32,0
170,2,20,14,12,0
170,21,22,11,8,0
170,15,17,2,4,0
171,30,6,1,53,1
171,57,1,3,53,1
171,23,3,7,53,1
171,50,21,11,53,0
171,25,22,13,53,0
171,41,16,17,53,0
171,63,15,15,52,0
171,64,15,16,52,0
171,48,18,21,52,0
171,60,18,22,52,0
171,21,22,9,52,0
171,55,20,19,51,0
171,2,20,20,15,0
171,35,16,4,14,0
171,18,3,12,10,0
171,65,19,18,1,0
171,22,6,2,0,0
171,14,1,5,0,0
171,15,17,6,0,0
171,49,17,8,0,0
171,37,21,10,0,0
171,56,19,14,0,0
172,30,6,1,73,1
172,22,6,4,73,1
172,49,17,7,73,1
172,35,16,8,73,0
172,14,1,2,73,0
172,41,16,12,73,0
172,56,19,17,73,0
172,64,15,9,72,0
172,2,20,16,72,0
172,25,22,11,72,0
172,65,19,19,72,0
172,48,18,22,72,0
172,55,20,20,64,0
172,60,18,21,59,0
172,23,3,10,58,0
172,37,21,18,45,0
172,21,22,15,44,0
172,50,21,13,34,0
172,57,1,3,25,0
172,63,15,14,18,0
172,18,3,6,14,0
172,15,17,5,12,0
173,30,6,1,53,1
173,57,1,2,53,1
173,14,1,3,53,1
173,22,6,4,53,0
173,18,3,5,53,0
173,35,16,9,52,0
173,65,19,10,52,0
173,56,19,7,52,0
173,41,16,18,52,0
173,63,15,19,52,0
173,64,15,20,52,0
173,37,21,13,52,0
173,15,17,15,52,0
173,21,22,12,52,0
173,60,18,22,51,0
173,48,18,21,46,0
173,23,3,6,41,0
173,2,20,16,41,0
173,25,22,11,37,0
173,49,17,8,29,0
173,55,20,17,19,0
173,50,21,14,9,0
174,30,6,1,56,1
174,14,1,3,56,1
174,22,6,4,56,1
174,57,1,2,56,0
174,35,16,6,56,0
174,56,19,7,56,0
174,25,22,5,56,0
174,63,15,17,55,0
174,21,22,13,55,0
174,50,21,15,55,0
174,55,20,18,55,0
174,15,17,9,55,0
174,60,18,22,50,0
174,65,19,12,48,0
174,41,16,11,46,0
174,23,3,8,43,0
174,48,18,21,36,0
174,18,3,16,18,0
174,49,17,10,7,0
174,37,21,14,0,0
174,2,20,19,0,0
174,64,15,20,0,0
175,56,6,6,57,1
175,49,17,5,57,1
175,23,3,8,57,1
175,21,22,7,57,0
175,22,24,4,57,0
175,37,21,18,57,0
175,68,21,17,57,0
175,30,6,3,56,0
175,41,16,19,48,0
175,69,18,21,42,0
175,25,22,10,28,0
175,64,15,14,27,0
175,48,18,22,25,0
175,15,20,12,25,0
175,44,20,20,23,0
175,57,1,1,21,0
175,70,3,15,20,0
175,14,1,2,13,0
175,35,16,11,13,0
175,71,17,9,0,0
175,55,15,16,0,0
175,65,24,13,0,0
176,57,1,1,72,1
176,30,6,4,72,1
176,49,17,8,71,1
176,23,3,11,71,0
176,56,6,6,71,0
176,44,20,12,71,0
176,25,22,9,70,0
176,68,21,19,69,0
176,48,18,20,69,0
176,37,21,17,52,0
176,35,16,21,49,0
176,70,3,16,43,0
176,22,24,3,42,0
176,64,15,15,42,0
176,21,22,5,38,0
176,72,18,18,31,0
176,55,15,14,27,0
176,14,1,2,22,0
176,15,20,13,21,0
176,65,24,10,15,0
176,71,17,7,10,0
176,41,16,0,0,0
177,30,6,3,62,1
177,14,1,2,62,1
177,22,24,6,61,1
177,71,17,8,61,0
177,21,22,16,61,0
177,55,15,13,61,0
177,63,16,19,59,0
177,69,18,22,59,0
177,48,18,21,59,0
177,65,24,12,58,0
177,70,3,10,58,0
177,64,15,15,49,0
177,44,20,11,48,0
177,56,6,4,46,0
177,49,17,7,46,0
177,68,21,20,29,0
177,23,3,9,28,0
177,57,1,1,17,0
177,37,21,18,5,0
177,25,22,17,5,0
177,35,16,14,0,0
177,15,20,5,0,0
178,30,6,2,78,1
178,56,6,4,78,1
178,57,1,1,78,1
178,49,17,6,78,0
178,21,22,9,77,0
178,25,22,10,77,0
178,15,20,7,77,0
178,70,3,11,76,0
178,22,24,5,71,0
178,23,3,16,54,0
178,55,15,14,50,0
178,64,15,15,49,0
178,44,20,18,40,0
178,14,1,3,36,0
178,63,16,12,36,0
178,68,21,19,36,0
178,35,16,8,32,0
178,65,24,13,32,0
178,37,21,21,30,0
178,48,18,22,24,0
178,69,18,20,10,0
178,71,17,17,3,0
179,57,1,1,65,1
179,14,1,3,65,1
179,30,6,4,65,1
179,56,6,2,65,0
179,23,3,10,65,0
179,15,20,9,64,0
179,71,17,11,64,0
179,63,16,16,64,0
179,21,22,13,64,0
179,25,22,18,64,0
179,37,21,19,63,0
179,68,21,20,62,0
179,69,18,22,50,0
179,35,16,6,40,0
179,64,15,12,40,0
179,65,24,14,40,0
179,49,17,8,35,0
179,55,15,5,27,0
179,70,3,17,24,0
179,44,20,15,24,0
179,48,18,21,0,0
179,22,24,7,64,0
180,57,1,2,69,1
180,21,22,7,69,1
180,56,6,3,69,1
180,23,3,13,69,0
180,65,24,10,69,0
180,64,15,18,69,0
180,14,1,4,69,0
180,48,18,22,68,0
180,44,20,15,68,0
180,69,18,21,67,0
180,49,17,6,65,0
180,70,3,12,50,0
180,68,21,19,41,0
180,35,16,16,34,0
180,30,6,1,29,0
180,37,21,20,22,0
180,71,17,14,14,0
180,22,24,5,14,0
180,41,16,17,2,0
180,55,15,8,0,0
180,15,20,9,0,0
180,25,22,11,0,0
181,49,17,5,72,1
181,57,1,14,72,1
181,22,24,1,72,1
181,23,3,16,72,0
181,30,6,6,72,0
181,56,6,17,72,0
181,15,20,8,72,0
181,44,20,3,72,0
181,41,16,10,72,0
181,69,18,20,71,0
181,37,21,21,71,0
181,21,22,7,42,0
181,71,17,18,31,0
181,70,3,15,26,0
181,35,16,12,25,0
181,25,22,13,25,0
181,48,18,19,25,0
181,55,15,2,24,0
181,14,1,4,9,0
181,64,15,11,6,0
181,65,24,9,4,0
181,68,21,22,71,0
182,14,1,3,60,1
182,56,6,4,60,1
182,23,3,8,60,1
182,49,17,5,60,0
182,71,17,6,60,0
182,64,15,12,60,0
182,21,22,17,60,0
182,22,24,7,60,0
182,15,20,14,60,0
182,25,22,18,60,0
182,70,3,13,60,0
182,65,24,11,60,0
182,44,20,15,60,0
182,55,15,10,59,0
182,48,18,22,58,0
182,68,21,19,58,0
182,41,16,16,41,0
182,57,1,1,35,0
182,35,16,9,29,0
182,69,18,21,6,0
182,37,21,20,0,0
182,30,6,2,0,0
183,56,6,3,71,1
183,14,1,2,71,1
183,57,1,1,71,1
183,49,17,4,71,0
183,25,22,10,71,0
183,64,15,16,71,0
183,15,20,13,70,0
183,71,17,11,70,0
183,63,6,7,70,0
183,44,20,18,70,0
183,48,18,22,70,0
183,21,22,12,68,0
183,69,18,19,68,0
183,65,24,6,67,0
183,41,16,15,63,0
183,22,24,5,55,0
183,55,15,17,49,0
183,37,21,21,38,0
183,70,3,14,35,0
183,35,16,9,34,0
183,68,21,20,25,0
183,23,3,8,8,0
184,56,6,5,45,1
184,63,6,4,45,1
184,49,17,2,45,1
184,23,3,11,45,0
184,14,1,3,45,0
184,44,20,7,45,0
184,25,22,13,45,0
184,55,15,21,45,0
184,48,18,15,45,0
184,69,18,19,44,0
184,65,24,17,40,0
184,37,21,20,37,0
184,57,1,1,25,0
184,70,3,14,21,0
184,41,16,18,20,0
184,68,21,22,15,0
184,71,17,8,13,0
184,15,20,9,10,0
184,21,22,10,7,0
184,22,24,6,6,0
184,35,16,12,0,0
184,64,15,16,0,0
185,57,1,1,77,1
185,14,1,3,77,1
185,56,6,2,77,1
185,49,17,5,77,0
185,22,24,8,77,0
185,71,17,6,77,0
185,25,22,7,77,0
185,15,20,13,76,0
185,23,3,16,76,0
185,44,20,14,76,0
185,65,24,10,76,0
185,63,6,18,75,0
185,41,16,17,75,0
185,69,18,19,75,0
185,37,21,20,75,0
185,55,15,11,74,0
185,48,18,22,74,0
185,35,16,9,60,0
185,21,22,4,52,0
185,68,21,21,26,0
185,64,15,12,19,0
185,70,3,15,10,0
186,14,1,2,44,1
186,57,1,1,44,1
186,49,17,3,44,1
186,56,6,6,44,0
186,23,3,5,44,0
186,71,17,4,44,0
186,63,6,9,44,0
186,70,3,8,44,0
186,55,15,16,44,0
186,22,24,7,44,0
186,21,22,13,44,0
186,15,20,12,44,0
186,44,20,17,44,0
186,25,22,15,44,0
186,35,16,11,43,0
186,48,18,21,43,0
186,37,21,22,35,0
186,69,18,20,33,0
186,41,16,14,33,0
186,65,24,10,27,0
186,64,15,18,19,0
186,68,21,19,0,0
187,49,17,2,53,1
187,23,3,5,53,1
187,63,6,6,53,1
187,22,24,7,53,0
187,14,1,3,53,0
187,56,6,8,53,0
187,70,3,4,53,0
187,35,16,11,53,0
187,55,15,13,53,0
187,71,17,9,53,0
187,44,20,10,52,0
187,65,24,15,40,0
187,68,21,22,35,0
187,37,21,21,35,0
187,57,1,1,29,0
187,15,20,12,29,0
187,41,16,18,25,0
187,69,18,19,23,0
187,25,22,14,11,0
187,64,15,16,1,0
187,21,22,17,1,0
187,48,18,20,0,0
188,65,24,14,66,1
188,15,20,10,66,1
188,22,24,15,66,1
188,23,3,4,66,0
188,57,1,3,66,0
188,48,18,20,66,0
188,56,6,9,66,0
188,41,16,17,65,0
188,44,20,5,65,0
188,35,16,8,61,0
188,69,18,19,53,0
188,37,21,22,52,0
188,21,22,6,48,0
188,63,6,12,44,0
188,68,21,21,42,0
188,14,1,2,37,0
188,55,15,16,35,0
188,49,17,1,32,0
188,70,3,18,10,0
188,71,17,7,0,0
188,25,22,11,0,0
188,64,15,13,0,0
189,56,6,2,56,1
189,30,6,1,56,1
189,57,1,4,56,1
189,65,24,5,56,0
189,22,24,6,56,0
189,49,17,14,56,0
189,55,15,15,56,0
189,25,22,7,56,0
189,48,18,19,55,0
189,70,3,16,55,0
189,21,22,11,52,0
189,35,16,10,48,0
189,64,15,17,44,0
189,37,21,20,30,0
189,69,18,21,15,0
189,14,1,3,14,0
189,23,3,8,7,0
189,68,21,22,7,0
189,41,16,13,6,0
189,44,20,12,5,0
189,71,17,9,0,0
189,15,20,18,0,0
190,57,1,2,53,1
190,30,6,1,53,1
190,56,6,5,53,1
190,49,17,4,53,0
190,23,3,9,53,0
190,55,15,10,52,0
190,65,24,8,52,0
190,22,24,13,52,0
190,35,16,11,52,0
190,25,22,15,52,0
190,64,15,17,52,0
190,41,16,18,52,0
190,37,21,21,51,0
190,21,22,14,47,0
190,68,21,19,43,0
190,69,18,22,43,0
190,14,1,3,39,0
190,48,18,20,31,0
190,71,17,12,21,0
190,44,20,6,19,0
190,15,20,7,3,0
190,70,3,8,0,0
191,57,1,1,58,1
191,14,1,2,58,1
191,49,3,6,57,1
191,56,6,8,57,0
191,35,3,4,57,0
191,65,15,5,57,0
191,25,22,11,57,0
191,71,17,10,57,0
191,44,20,21,57,0
191,21,22,7,43,0
191,55,15,12,41,0
191,15,20,15,26,0
191,73,25,19,25,0
191,63,21,16,23,0
191,74,18,17,22,0
191,75,18,22,8,0
191,30,6,3,5,0
191,64,21,20,2,0
191,23,17,9,1,0
191,76,24,18,1,0
191,68,25,13,1,0
191,22,24,14,0,0
192,57,1,1,72,1
192,14,1,2,72,1
192,30,6,4,72,1
192,25,22,5,72,0
192,49,3,3,71,0
192,21,22,7,71,0
192,35,3,10,71,0
192,56,6,6,71,0
192,55,15,15,71,0
192,76,24,16,70,0
192,65,15,14,67,0
192,71,17,11,70,0
192,44,20,9,63,0
192,22,24,13,56,0
192,73,25,21,52,0
192,74,18,19,44,0
192,64,21,22,26,0
192,68,25,17,19,0
192,63,21,20,18,0
192,15,20,12,17,0
192,75,18,18,3,0
192,23,17,8,0,0
193,30,6,2,72,1
193,57,1,3,72,1
193,56,6,4,72,1
193,25,22,8,72,0
193,55,15,11,72,0
193,14,1,1,72,0
193,21,22,10,72,0
193,71,17,9,71,0
193,49,3,6,71,0
193,22,24,14,70,0
193,15,20,16,70,0
193,68,25,13,70,0
193,75,18,19,69,0
193,73,25,21,68,0
193,44,20,15,65,0
193,74,18,20,63,0
193,35,3,7,52,0
193,65,15,12,46,0
193,23,17,5,22,0
193,63,21,17,18,0
193,76,24,22,17,0
193,64,21,18,13,0
194,14,1,1,62,1
194,30,6,3,62,1
194,56,6,4,62,1
194,35,3,6,62,0
194,49,3,8,62,0
194,55,15,12,61,0
194,23,17,9,60,0
194,74,18,19,60,0
194,63,21,14,60,0
194,71,17,7,57,0
194,44,20,13,56,0
194,73,25,22,48,0
194,68,25,15,40,0
194,15,20,16,34,0
194,75,18,21,27,0
194,64,21,18,18,0
194,57,1,2,17,0
194,21,22,10,17,0
194,25,22,5,17,0
194,65,15,11,12,0
194,76,24,20,8,0
194,22,24,17,0,0
195,57,1,1,65,1
195,14,1,2,65,1
195,30,6,3,65,1
195,25,22,5,65,0
195,22,24,9,64,0
195,35,3,10,64,0
195,65,15,7,64,0
195,49,3,13,63,0
195,15,20,16,63,0
195,55,15,14,63,0
195,23,17,11,63,0
195,76,24,18,63,0
195,68,25,21,63,0
195,75,18,20,63,0
195,74,18,19,63,0
195,44,20,12,60,0
195,71,17,8,46,0
195,56,6,6,28,0
195,21,22,4,28,0
195,63,21,17,21,0
195,64,21,15,20,0
196,57,1,1,78,1
196,21,22,3,78,1
196,56,6,7,78,1
196,63,21,8,78,0
196,35,3,13,77,0
196,64,21,12,77,0
196,65,15,9,77,0
196,71,17,15,76,0
196,75,18,19,76,0
196,30,6,4,76,0
196,68,25,20,76,0
196,55,15,11,72,0
196,15,20,10,56,0
196,44,20,18,49,0
196,23,17,16,44,0
196,25,22,6,42,0
196,76,24,17,30,0
196,14,1,2,17,0
196,22,24,14,11,0
196,49,3,5,5,0
196,74,18,21,0,0
196,73,25,0,0,0
197,30,6,3,69,1
197,21,22,4,69,1
197,56,6,8,69,1
197,25,22,11,69,0
197,22,24,13,69,0
197,76,24,20,68,0
197,75,18,18,68,0
197,73,25,22,68,0
197,64,21,19,68,0
197,35,3,6,63,0
197,74,18,21,53,0
197,71,17,10,42,0
197,44,20,15,39,0
197,49,3,7,20,0
197,14,1,1,18,0
197,65,15,12,18,0
197,63,21,17,18,0
197,57,1,2,0,0
197,23,17,5,0,0
197,55,15,9,0,0
197,15,20,14,0,0
197,68,25,16,0,0
198,30,6,2,71,1
198,56,6,4,71,1
198,57,1,1,71,1
198,35,3,5,71,0
198,25,22,10,70,0
198,14,1,3,70,0
198,55,15,11,70,0
198,65,15,13,70,0
198,21,22,9,70,0
198,22,24,14,69,0
198,44,20,16,69,0
198,50,24,15,69,0
198,63,21,19,69,0
198,64,21,17,69,0
198,49,3,8,68,0
198,23,17,6,68,0
198,75,18,21,65,0
198,68,25,20,60,0
198,15,20,12,55,0
198,74,18,22,41,0
198,71,17,7,19,0
198,73,25,18,16,0
199,30,6,2,60,1
199,57,1,1,60,1
199,56,6,5,60,1
199,25,22,11,59,0
199,21,22,10,59,0
199,23,17,21,59,0
199,35,3,3,59,0
199,75,18,19,58,0
199,68,25,17,56,0
199,55,15,8,53,0
199,64,21,12,45,0
199,44,20,22,40,0
199,22,24,16,39,0
199,50,24,15,38,0
199,14,1,4,37,0
199,15,20,14,37,0
199,73,25,20,29,0
199,74,18,18,29,0
199,65,15,9,27,0
199,63,21,13,27,0
199,49,3,6,15,0
199,71,17,7,13,0
200,57,1,3,71,1
200,14,1,14,71,1
200,30,6,4,71,1
200,56,6,8,71,0
200,23,17,9,71,0
200,35,3,11,71,0
200,71,17,15,71,0
200,65,15,18,70,0
200,25,22,17,70,0
200,15,20,16,70,0
200,75,18,21,70,0
200,73,25,22,69,0
200,50,24,12,51,0
200,74,18,19,30,0
200,21,22,1,21,0
200,55,15,2,21,0
200,49,3,7,16,0
200,22,24,5,8,0
200,64,21,13,3,0
200,63,21,6,1,0
200,44,20,10,0,0
200,68,25,20,0,0
201,57,1,1,45,1
201,14,1,2,45,1
201,35,3,3,45,1
201,71,17,5,45,0
201,30,6,9,45,0
201,23,17,4,45,0
201,21,22,8,45,0
201,56,6,6,45,0
201,49,3,10,45,0
201,55,15,11,45,0
201,25,22,7,45,0
201,15,20,14,44,0
201,68,25,15,44,0
201,63,21,17,44,0
201,44,20,16,44,0
201,74,18,21,43,0
201,65,15,12,37,0
201,75,18,20,36,0
201,22,24,13,27,0
201,50,24,19,24,0
201,64,21,18,2,0
202,30,6,3,77,1
202,14,1,2,77,1
202,35,3,6,77,1
202,71,17,4,77,0
202,49,3,7,77,0
202,57,1,1,76,0
202,55,15,11,76,0
202,21,22,8,76,0
202,23,17,10,76,0
202,65,15,15,76,0
202,64,21,12,74,0
202,44,20,20,74,0
202,50,24,17,74,0
202,68,25,18,74,0
202,75,18,19,74,0
202,25,22,9,69,0
202,22,24,14,54,0
202,15,20,16,28,0
202,63,21,13,18,0
202,56,6,5,13,0
202,74,18,21,13,0
203,71,17,3,44,1
203,23,17,8,44,1
203,55,15,10,44,1
203,49,3,9,44,0
203,64,21,16,44,0
203,15,20,13,42,0
203,14,1,2,39,0
203,75,18,21,39,0
203,21,22,7,26,0
203,30,6,4,25,0
203,56,6,5,25,0
203,74,18,22,17,0
203,35,3,6,16,0
203,68,25,19,10,0
203,50,24,17,8,0
203,57,1,1,0,0
203,25,22,11,0,0
203,65,15,12,0,0
203,22,24,15,0,0
203,44,20,14,0,0
203,63,21,18,0,0
203,73,25,20,0,0
204,30,6,1,53,1
204,56,6,5,53,1
204,23,17,6,53,1
204,57,1,3,53,0
204,55,15,8,53,0
204,71,17,14,53,0
204,49,3,12,52,0
204,21,22,11,52,0
204,68,25,19,52,0
204,22,24,13,52,0
204,74,18,22,51,0
204,73,25,18,51,0
204,15,20,10,50,0
204,50,24,17,39,0
204,35,3,2,37,0
204,63,21,16,32,0
204,25,22,7,24,0
204,14,1,4,16,0
204,44,20,9,15,0
204,75,18,21,13,0
204,65,15,15,12,0
204,64,21,20,10,0
205,57,1,3,67,1
205,30,6,1,67,1
205,14,1,5,67,1
205,56,6,2,67,0
205,49,3,7,67,0
205,21,22,4,67,0
205,25,22,8,67,0
205,35,3,9,66,0
205,71,17,10,66,0
205,55,15,11,66,0
205,22,24,12,65,0
205,44,20,15,65,0
205,50,24,18,65,0
205,63,21,16,65,0
205,75,18,20,65,0
205,68,25,19,65,0
205,74,18,21,56,0
205,23,17,6,53,0
205,65,15,13,37,0
205,73,25,22,36,0
205,15,20,14,6,0
205,64,21,17,6,0
206,57,1,2,51,1
206,56,6,4,51,1
206,14,1,3,51,1
206,71,17,8,51,0
206,49,3,5,51,0
206,35,3,6,51,0
206,55,15,12,51,0
206,21,22,10,51,0
206,25,22,9,50,0
206,65,15,11,50,0
206,44,20,13,50,0
206,15,20,14,48,0
206,75,18,20,40,0
206,30,6,1,31,0
206,68,25,17,28,0
206,74,18,21,28,0
206,22,24,16,25,0
206,50,24,19,21,0
206,63,21,15,14,0
206,23,17,7,13,0
206,64,21,18,2,0
206,73,25,0,0,0
207,14,1,4,58,1
207,30,6,3,58,1
207,57,1,6,58,1
207,77,22,10,58,0
207,44,20,9,58,0
207,78,15,13,58,0
207,75,20,16,56,0
207,49,3,2,55,0
207,15,18,17,55,0
207,64,21,22,54,0
207,22,24,11,49,0
207,63,25,18,42,0
207,76,24,19,36,0
207,55,22,8,34,0
207,79,18,15,32,0
207,21,17,14,14,0
207,50,25,21,2,0
207,23,17,12,1,0
207,35,3,1,0,0
207,56,6,5,0,0
207,65,15,7,0,0
207,71,21,20,0,0
207,80,26,23,0,0
207,73,26,24,0,0
208,35,3,1,72,1
208,77,22,3,72,1
208,44,20,5,72,1
208,57,1,4,72,0
208,30,6,2,72,0
208,55,22,6,72,0
208,65,15,13,72,0
208,21,17,7,72,0
208,49,3,8,72,0
208,14,1,12,71,0
208,78,15,19,71,0
208,15,18,17,71,0
208,63,25,22,71,0
208,75,20,15,71,0
208,50,25,21,70,0
208,56,6,14,70,0
208,71,21,9,68,0
208,79,18,18,67,0
208,23,17,10,52,0
208,22,24,11,16,0
208,64,21,16,15,0
208,76,24,20,0,0
209,35,3,1,72,1
209,56,6,7,72,1
209,23,17,6,72,1
209,65,15,8,72,0
209,57,1,17,72,0
209,77,22,12,72,0
209,55,22,11,72,0
209,63,25,19,71,0
209,15,18,18,71,0
209,76,24,15,66,0
209,78,15,14,63,0
209,64,21,22,50,0
209,75,20,20,49,0
209,50,25,16,43,0
209,79,18,21,37,0
209,71,21,13,33,0
209,21,17,9,24,0
209,22,24,5,24,0
209,44,20,3,18,0
209,49,3,2,5,0
209,30,6,4,0,0
209,14,1,10,0,0
210,49,3,2,62,1
210,30,6,3,62,1
210,56,6,9,62,1
210,21,17,6,62,0
210,55,22,14,61,0
210,57,1,8,61,0
210,78,15,12,61,0
210,44,20,4,61,0
210,63,25,19,60,0
210,50,25,21,60,0
210,79,18,22,59,0
210,64,21,17,53,0
210,35,3,1,40,0
210,14,1,10,38,0
210,22,24,13,32,0
210,65,15,7,18,0
210,23,17,5,17,0
210,75,20,18,11,0
210,71,21,15,11,0
210,77,22,11,4,0
210,76,24,16,2,0
210,15,18,20,0,0
211,30,6,2,62,1
211,22,24,10,62,1
211,56,6,15,62,1
211,44,20,12,62,0
211,63,25,14,61,0
211,21,17,4,61,0
211,76,24,19,61,0
211,50,25,22,60,0
211,77,22,17,60,0
211,79,18,20,60,0
211,49,3,1,39,0
211,75,20,21,36,0
211,78,15,11,24,0
211,55,22,9,16,0
211,35,3,3,16,0
211,23,17,6,10,0
211,65,15,7,9,0
211,15,18,18,7,0
211,14,1,5,1,0
211,57,1,8,1,0
211,71,21,13,1,0
211,64,21,16,0,0
212,35,3,1,64,1
212,44,20,12,64,1
212,55,22,4,64,1
212,30,6,7,64,0
212,65,15,10,64,0
212,14,1,3,64,0
212,57,1,5,64,0
212,49,3,2,64,0
212,21,17,8,64,0
212,77,22,6,64,0
212,50,25,19,63,0
212,56,6,11,63,0
212,76,24,22,63,0
212,81,15,13,62,0
212,15,18,18,62,0
212,64,21,21,53,0
212,23,17,9,50,0
212,22,24,17,37,0
212,63,25,14,35,0
212,75,20,16,34,0
212,71,21,15,17,0
212,79,18,20,11,0
213,30,6,1,54,1
213,55,22,8,54,1
213,21,17,6,54,1
213,49,3,4,54,0
213,65,15,13,54,0
213,75,20,19,54,0
213,14,1,5,54,0
213,64,21,16,53,0
213,71,21,15,53,0
213,81,15,18,53,0
213,44,20,10,51,0
213,63,25,17,46,0
213,50,25,14,42,0
213,25,22,11,35,0
213,22,24,3,33,0
213,15,18,20,32,0
213,23,17,7,14,0
213,79,18,22,5,0
213,35,3,2,1,0
213,57,1,9,0,0
213,56,6,12,0,0
213,76,24,21,0,0
214,30,6,1,72,1
214,49,3,2,72,1
214,56,6,5,72,1
214,35,3,4,72,0
214,55,22,8,72,0
214,23,17,3,72,0
214,14,1,9,71,0
214,65,15,14,71,0
214,21,17,11,71,0
214,15,20,6,70,0
214,79,18,21,70,0
214,71,21,17,69,0
214,63,25,19,61,0
214,25,22,7,60,0
214,64,21,16,58,0
214,82,15,20,40,0
214,22,24,13,36,0
214,76,24,15,33,0
214,57,1,10,18,0
214,50,25,18,15,0
214,75,20,12,7,0
214,58,18,22,5,0
215,35,3,1,59,1
215,55,22,11,59,1
215,25,22,8,59,1
215,14,1,6,59,0
215,23,17,5,59,0
215,71,21,12,59,0
215,21,17,10,58,0
215,15,20,13,58,0
215,82,15,14,58,0
215,58,18,21,58,0
215,75,20,15,57,0
215,57,1,3,52,0
215,76,24,16,50,0
215,50,25,20,45,0
215,56,6,7,44,0
215,63,25,18,44,0
215,65,15,9,42,0
215,30,6,4,38,0
215,22,24,22,37,0
215,64,21,17,29,0
215,49,3,2,0,0
215,79,18,19,0,0
216,77,22,1,45,1
216,30,6,4,45,1
216,57,1,3,45,1
216,15,20,11,45,0
216,23,17,7,45,0
216,55,22,6,45,0
216,75,20,17,45,0
216,71,21,13,44,0
216,82,15,18,44,0
216,50,25,20,44,0
216,21,17,2,40,0
216,22,24,12,33,0
216,63,25,19,33,0
216,35,3,9,33,0
216,76,24,15,27,0
216,79,18,22,23,0
216,65,15,14,8,0
216,64,21,16,8,0
216,14,1,8,1,0
216,49,3,5,1,0
216,56,6,10,1,0
216,58,18,21,0,0
217,35,3,2,77,1
217,71,21,3,77,1
217,65,15,10,77,1
217,30,6,1,77,0
217,23,17,14,77,0
217,75,20,16,77,0
217,15,20,12,77,0
217,77,22,7,77,0
217,56,6,5,76,0
217,79,18,20,76,0
217,55,22,9,76,0
217,58,18,22,75,0
217,63,25,21,75,0
217,14,1,8,65,0
217,50,25,18,61,0
217,64,21,19,53,0
217,21,17,13,42,0
217,49,3,6,29,0
217,22,24,11,29,0
217,57,1,4,12,0
217,81,15,15,7,0
217,76,24,17,5,0
218,30,6,3,44,1
218,21,17,4,44,1
218,49,3,7,44,1
218,65,15,11,44,0
218,35,3,1,44,0
218,77,22,15,44,0
218,64,21,8,44,0
218,55,22,2,44,0
218,81,15,13,44,0
218,56,6,17,43,0
218,63,25,19,43,0
218,76,24,18,43,0
218,71,21,9,42,0
218,79,18,20,42,0
218,15,20,14,42,0
218,57,1,5,44,0
218,50,25,21,25,0
218,23,17,6,21,0
218,14,1,10,19,0
218,58,18,22,18,0
218,22,24,12,8,0
218,75,20,16,5,0
219,14,1,6,53,1
219,55,22,1,53,1
219,49,3,2,53,1
219,21,17,3,53,0
219,35,3,4,53,0
219,30,6,9,53,0
219,77,22,7,53,0
219,56,6,10,53,0
219,57,1,5,53,0
219,15,20,16,53,0
219,75,20,15,53,0
219,81,15,18,52,0
219,22,24,11,52,0
219,58,18,22,50,0
219,71,21,14,46,0
219,23,17,8,39,0
219,65,15,12,38,0
219,63,25,19,33,0
219,76,24,13,31,0
219,50,25,20,12,0
219,79,18,21,8,0
219,64,21,17,4,0
220,35,3,1,71,1
220,14,1,10,71,1
220,49,3,4,71,1
220,21,17,14,71,0
220,23,17,11,71,0
220,30,6,9,71,0
220,71,21,7,71,0
220,65,15,12,71,0
220,81,15,13,71,0
220,77,22,18,70,0
220,79,18,19,69,0
220,50,25,20,69,0
220,64,21,17,67,0
220,22,24,5,64,0
220,15,20,3,58,0
220,76,24,6,58,0
220,75,20,16,57,0
220,63,25,21,48,0
220,56,6,8,38,0
220,55,22,15,37,0
220,57,1,2,1,0
220,58,18,0,0,0
221,35,3,2,67,1
221,55,22,10,67,1
221,49,3,3,67,1
221,77,22,7,67,0
221,64,21,15,67,0
221,44,20,11,67,0
221,65,15,16,67,0
221,71,21,13,67,0
221,81,15,19,66,0
221,63,25,20,66,0
